"test.id","bottle.id","substrate","ISR","vol.bot","vol.hs","m.inoc","m.sub","m.inoc.vs","m.sub.vs"
236,1039,"SC",0.81236,NA,NA,400,3.98,2.6383,3.2477
236,1040,"SC",0.81236,NA,NA,400,3.98,2.6383,3.2477
236,1041,"SC",0.81236,NA,NA,400,3.98,2.6383,3.2477
236,1042,"SD",0.40178,NA,NA,400,7.6,2.6383,6.5664
236,1043,"SD",0.40178,NA,NA,400,7.6,2.6383,6.5664
236,1044,"SD",0.40178,NA,NA,400,7.6,2.6383,6.5664
237,1375,"BK",NA,NA,NA,450.16,NA,14.238,NA
237,1376,"CEL",1.9935,NA,NA,450.51,7.22,14.249,7.1478
237,1377,"SC",2.0051,NA,NA,450.58,8.71,14.251,7.1074
237,1378,"BK",NA,NA,NA,450.97,NA,14.263,NA
237,1379,"SD",0.99249,NA,NA,400.99,14.79,12.683,12.779
237,1380,"SC",1.007,NA,NA,451.55,17.38,14.282,14.182
237,1381,"SC",1.0062,NA,NA,451.16,17.38,14.269,14.182
237,1382,"CEL",1.9899,NA,NA,450.32,7.23,14.243,7.1577
237,1383,"SD",0.49561,NA,NA,400.07,29.55,12.654,25.531
237,1384,"SD",0.49841,NA,NA,400.15,29.39,12.656,25.393
237,1385,"SC",1.0047,NA,NA,450.49,17.38,14.248,14.182
237,1386,"SD",0.49785,NA,NA,400.11,29.42,12.655,25.419
237,1387,"SC",2.0056,NA,NA,450.17,8.7,14.238,7.0992
237,1388,"SD",0.99786,NA,NA,402.34,14.76,12.725,12.753
237,1389,"BK",NA,NA,NA,449.95,NA,14.231,NA
237,1390,"CEL",1.9916,NA,NA,450.1,7.22,14.236,7.1478
237,1391,"SC",2.0086,NA,NA,450.84,8.7,14.259,7.0992
237,1392,"SD",0.99791,NA,NA,400.18,14.68,12.657,12.684
237,1393,"BK",NA,NA,NA,450.78,NA,14.257,NA
238,1394,"BK",NA,NA,NA,450.13,NA,8.5291,NA
238,1395,"CEL",2.0694,NA,NA,450.13,4.1632,8.5291,4.1216
238,1396,"SC",2.0717,NA,NA,450.08,5.0448,8.5281,4.1166
238,1397,"SD",1.0382,NA,NA,400.19,8.4536,7.5828,7.3039
238,1398,"BK",NA,NA,NA,450.01,NA,8.5268,NA
238,1399,"CEL",2.0812,NA,NA,450.43,4.1423,8.5348,4.1009
238,1400,"SC",2.0578,NA,NA,450.09,5.0789,8.5283,4.1444
238,1401,"SD",1.0397,NA,NA,400.92,8.457,7.5967,7.3068
238,1402,"SC",1.0444,NA,NA,450.18,10.009,8.53,8.1672
238,1403,"SD",0.51822,NA,NA,350.34,14.826,6.6383,12.81
238,1404,"SC",1.0416,NA,NA,450.23,10.037,8.531,8.1905
238,1405,"CEL",2.0735,NA,NA,450.62,4.1595,8.5384,4.1179
238,1406,"SD",0.51935,NA,NA,350.25,14.79,6.6366,12.779
238,1407,"SC",1.0402,NA,NA,450.4,10.055,8.5342,8.2046
238,1408,"SD",0.52693,NA,NA,355.55,14.798,6.737,12.785
238,1409,"SC",1.0362,NA,NA,451.04,10.108,8.5463,8.2478
238,1410,"SD",0.5202,NA,NA,350.88,14.792,6.6485,12.781
238,1411,"SC",2.0851,NA,NA,450.38,5.0157,8.5338,4.0928
238,1412,"SD",1.0381,NA,NA,400.09,8.452,7.5809,7.3025
238,1413,"BK",NA,NA,NA,450.06,NA,8.5278,NA
238,1414,"CEL",2.0793,NA,NA,450.43,4.1461,8.5348,4.1046
238,1415,"SC",2.0738,NA,NA,450.13,5.0402,8.5291,4.1128
238,1416,"SD",1.0377,NA,NA,400.09,8.4555,7.5809,7.3056
238,1417,"BK",NA,NA,NA,450.05,NA,8.5276,NA
239,1096,"BK",NA,NA,NA,300.02,NA,3.6573,NA
239,1097,"BK",NA,NA,NA,300.02,NA,3.6573,NA
239,1098,"BK",NA,NA,NA,300.19,NA,3.6593,NA
239,1099,"BK",NA,NA,NA,300.07,NA,3.6579,NA
239,1100,"CEL",1.9247,NA,NA,300.12,1.92,3.6585,1.9008
239,1101,"CEL",1.9248,NA,NA,300.13,1.92,3.6586,1.9008
239,1102,"CEL",1.925,NA,NA,300.16,1.92,3.659,1.9008
239,1103,"SC",1.9243,NA,NA,300.14,2.33,3.6587,1.9013
239,1104,"SC",1.9071,NA,NA,300.01,2.35,3.6571,1.9176
239,1105,"SC",1.933,NA,NA,300.19,2.32,3.6593,1.8931
239,1106,"SC",1.9157,NA,NA,300.08,2.34,3.658,1.9094
239,1107,"SD",0.95558,NA,NA,300.04,4.43,3.6575,3.8275
239,1108,"SD",0.95163,NA,NA,300.15,4.45,3.6588,3.8448
239,1109,"SD",0.96007,NA,NA,300.09,4.41,3.6581,3.8102
239,1110,"SD",0.95362,NA,NA,300.1,4.44,3.6582,3.8362
240,1069,"SC",1.7141,NA,NA,110,1.5,2.098,1.224
240,1070,"SC",1.8365,NA,NA,110,1.4,2.098,1.1424
240,1071,"SC",1.8365,NA,NA,110,1.4,2.098,1.1424
240,1072,"CEL",2.1406,NA,NA,120,1.08,2.2887,1.0692
240,1073,"CEL",2.1017,NA,NA,120,1.1,2.2887,1.089
240,1074,"CEL",2.1017,NA,NA,120,1.1,2.2887,1.089
240,1075,"SD",1.0302,NA,NA,112,2.4,2.1362,2.0736
240,1076,"SD",0.98013,NA,NA,111,2.5,2.1171,2.16
240,1077,"SD",0.99779,NA,NA,113,2.5,2.1552,2.16
240,1078,"BK",NA,NA,NA,120,0,2.2887,NA
240,1079,"BK",NA,NA,NA,122,0,2.3269,NA
240,1080,"BK",NA,NA,NA,121,0,2.3078,NA
241,1222,"CEL",2.0047,NA,NA,761.26,8.7282,17.322,8.6409
241,1223,"SC",2.0257,NA,NA,759.72,10.458,17.287,8.5341
241,1224,"SC",2.0215,NA,NA,759.72,10.48,17.287,8.5518
241,1225,"SC",2.0182,NA,NA,759.45,10.493,17.281,8.5625
241,1226,"BK",Inf,NA,NA,770.82,0,17.54,0
241,1227,"BK",Inf,NA,NA,770.74,0,17.538,0
241,1228,"BK",Inf,NA,NA,770.7,0,17.537,0
241,1229,"CEL",2.003,NA,NA,761.46,8.7378,17.327,8.6504
241,1230,"CEL",2.0035,NA,NA,761.46,8.7357,17.327,8.6483
242,1144,"BK",NA,NA,441.64,48,0,1.9979,NA
242,1145,"BK",NA,NA,425.49,48,0,1.9979,NA
242,1146,"BK",NA,NA,444.79,48,0,1.9979,NA
242,1147,"CEL",2.0181,NA,443.25,48,1,1.9979,0.99
242,1148,"CEL",2.0181,NA,436.44,48,1,1.9979,0.99
242,1149,"CEL",2.0181,NA,443.46,48,1,1.9979,0.99
242,1150,"SC",2.0403,NA,441.11,48,1.2,1.9979,0.9792
242,1151,"SC",2.0403,NA,437.81,48,1.2,1.9979,0.9792
242,1152,"SC",2.0403,NA,439.65,48,1.2,1.9979,0.9792
242,1153,"SD",1.0054,NA,439.7,48,2.3,1.9979,1.9872
242,1154,"SD",1.0054,NA,442.21,48,2.3,1.9979,1.9872
242,1155,"SD",1.0054,NA,440.16,48,2.3,1.9979,1.9872
243,1357,"BK",Inf,NA,NA,300,0,6.611,0
243,1358,"BK",Inf,NA,NA,300,0,6.611,0
243,1359,"BK",Inf,NA,NA,300,0,6.611,0
243,1360,"CEL",2.0165,NA,NA,300,3.3116,6.611,3.2785
243,1361,"CEL",2.0165,NA,NA,300,3.3116,6.611,3.2785
243,1362,"CEL",2.0165,NA,NA,300,3.3116,6.611,3.2785
243,1363,"SC",2.0198,NA,NA,300,4.0112,6.611,3.2731
243,1364,"SC",2.0198,NA,NA,300,4.0112,6.611,3.2731
243,1365,"SC",2.0198,NA,NA,300,4.0112,6.611,3.2731
244,789,"BK",NA,NA,910,701.1,NA,28.444,NA
244,790,"BK",NA,NA,910,702,NA,28.48,NA
244,791,"BK",NA,NA,910,701.2,NA,28.448,NA
244,792,"CEL",2.0423,NA,910,702.7,14.1,28.509,13.959
244,793,"CEL",2.0371,NA,910,700.9,14.1,28.436,13.959
244,794,"CEL",2.044,NA,910,703.3,14.1,28.533,13.959
244,795,"SC",2.0243,NA,910,700.3,17.2,28.411,14.035
244,796,"SC",2.0013,NA,910,700.4,17.4,28.415,14.198
244,797,"SC",2.0451,NA,910,703.4,17.1,28.537,13.954
244,798,"SD",1.0243,NA,910,700.2,32.1,28.407,27.734
244,799,"SD",1.0127,NA,910,700.9,32.5,28.436,28.08
244,800,"SD",1.017,NA,910,699.6,32.3,28.383,27.907
245,1469,"BK",NA,NA,NA,480,NA,7.4714,NA
245,1470,"BK",NA,NA,NA,480,NA,7.4714,NA
245,1471,"BK",NA,NA,NA,480,NA,7.4714,NA
245,1472,"SC",1.6498,NA,NA,480,5.55,7.4714,4.5288
245,1473,"SC",1.6421,NA,NA,480,5.576,7.4714,4.55
245,1474,"SC",1.6512,NA,NA,480,5.545,7.4714,4.5247
245,1475,"CEL",1.6627,NA,NA,480,4.539,7.4714,4.4936
245,1476,"CEL",1.6514,NA,NA,480,4.57,7.4714,4.5243
245,1477,"CEL",1.6478,NA,NA,480,4.58,7.4714,4.5342
245,1478,"SD",0.81273,NA,NA,480,10.64,7.4714,9.193
245,1479,"SD",0.81258,NA,NA,480,10.642,7.4714,9.1947
245,1480,"SD",0.80931,NA,NA,480,10.685,7.4714,9.2318
246,945,"SC",1.9239,NA,NA,444.78,4.73,7.4256,3.8597
246,946,"BK",NA,NA,NA,451,NA,7.5295,NA
246,947,"SC",1.8827,NA,NA,445.38,4.84,7.4356,3.9494
246,948,"SC",0.97056,NA,NA,442.12,9.32,7.3812,7.6051
246,949,"SD",0.93338,NA,NA,444.4,9.2,7.4193,7.9488
246,950,"CEL",1.8632,NA,NA,444.16,4.02,7.4153,3.9798
246,951,"BK",NA,NA,NA,451.31,NA,7.5346,NA
246,952,"SC",0.97042,NA,NA,441.11,9.3,7.3644,7.5888
246,953,"SD",0.9393,NA,NA,441.87,9.09,7.377,7.8538
246,954,"CEL",1.8673,NA,NA,444.02,4.01,7.4129,3.9699
246,955,"BK",NA,NA,NA,450.91,NA,7.528,NA
246,956,"SC",1.9223,NA,NA,444.4,4.73,7.4193,3.8597
246,957,"SC",0.96996,NA,NA,440.9,9.3,7.3609,7.5888
246,958,"SD",0.94122,NA,NA,441.31,9.06,7.3677,7.8278
246,959,"CEL",1.8631,NA,NA,444.13,4.02,7.4148,3.9798
247,1261,"BK",NA,NA,888.7,97.22,0,1.7378,NA
247,1262,"BK",NA,NA,888.7,97.22,0,1.7378,NA
247,1263,"BK",NA,NA,888.3,97.25,0,1.7384,NA
247,1264,"CEL",1.7384,NA,887.6,96.81,1.0055,1.7305,0.99544
247,1265,"CEL",1.7567,NA,935.48,97.77,1.0049,1.7477,0.99485
247,1266,"CEL",1.7508,NA,885.1,97.07,1.0011,1.7352,0.99109
247,1267,"SC",1.7763,NA,899,97.5,1.2024,1.7428,0.98116
247,1268,"SC",1.7427,NA,887,97.16,1.2213,1.7368,0.99658
247,1269,"SC",1.7808,NA,893.5,97,1.1932,1.7339,0.97365
248,849,"BK",NA,NA,786.37,276.54,0,4.5222,NA
248,850,"BK",NA,NA,781.82,280.38,0,4.585,NA
248,851,"BK",NA,NA,783.65,276.52,0,4.5218,NA
248,852,"CEL",2.0515,NA,782.16,280.69,2.26,4.59,2.2374
248,853,"CEL",1.9851,NA,784.13,277.62,2.31,4.5398,2.2869
248,854,"CEL",1.9613,NA,784.79,275.48,2.32,4.5048,2.2968
248,855,"SC",1.9431,NA,790.92,276.34,2.85,4.5189,2.3256
248,856,"SC",1.9949,NA,778.38,281.72,2.83,4.6069,2.3093
248,857,"SC",1.8938,NA,784.76,275.95,2.92,4.5125,2.3827
249,960,"SC",1.9194,NA,NA,441.19,8.62,13.501,7.0339
249,961,"BK",NA,NA,NA,450.15,NA,13.775,NA
249,962,"SC",1.9062,NA,NA,440.69,8.67,13.486,7.0747
249,963,"SC",0.96436,NA,NA,432.53,16.82,13.236,13.725
249,964,"SD",0.95874,NA,NA,434.46,16.05,13.295,13.867
249,965,"CEL",1.927,NA,NA,443.25,7.11,13.564,7.0389
249,966,"BK",NA,NA,NA,450.14,NA,13.775,NA
249,967,"SC",0.87237,NA,NA,432.91,18.61,13.248,15.186
249,968,"SD",0.95818,NA,NA,434.21,16.05,13.287,13.867
249,969,"CEL",1.9242,NA,NA,443.22,7.12,13.563,7.0488
249,970,"BK",NA,NA,NA,450.22,NA,13.777,NA
249,971,"SC",1.9168,NA,NA,441.61,8.64,13.514,7.0502
249,972,"SC",0.99495,NA,NA,445.72,16.8,13.64,13.709
249,973,"SD",0.95905,NA,NA,433.25,16,13.258,13.824
249,974,"CEL",1.9319,NA,NA,443.76,7.1,13.58,7.029
250,1366,"BK",Inf,NA,NA,300,0,6.1499,0
250,1367,"BK",Inf,NA,NA,300,0,6.1499,0
250,1368,"BK",Inf,NA,NA,300,0,6.1499,0
250,1369,"CEL",2.0151,NA,NA,300,3.0827,6.1499,3.0519
250,1370,"CEL",2.0151,NA,NA,300,3.0827,6.1499,3.0519
250,1371,"CEL",2.0151,NA,NA,300,3.0827,6.1499,3.0519
250,1372,"SC",2.0184,NA,NA,300,3.734,6.1499,3.0469
250,1373,"SC",2.0184,NA,NA,300,3.734,6.1499,3.0469
250,1374,"SC",2.0184,NA,NA,300,3.734,6.1499,3.0469
251,936,"BK",NA,NA,109.99,200.01,NA,6.9111,NA
251,937,"BK",NA,NA,109.99,200.01,NA,6.9111,NA
251,938,"BK",NA,NA,109.97,200.03,NA,6.9118,NA
251,939,"SC",1.6639,NA,156.17,150.01,3.8177,5.1834,3.1152
251,940,"SC",1.6634,NA,156.09,150.09,3.8209,5.1862,3.1179
251,941,"SC",1.6639,NA,156.11,150.07,3.8192,5.1855,3.1165
251,942,"CEL",2.0385,NA,157.39,150.04,2.569,5.1844,2.5433
251,943,"CEL",2.035,NA,157.42,150.01,2.5728,5.1834,2.5471
251,944,"CEL",2.0338,NA,157.39,150.04,2.5749,5.1844,2.5492
252,994,"SC",2.7756,NA,NA,30.05,0.404,0.91502,0.32966
252,995,"SC",2.7825,NA,NA,30.05,0.403,0.91502,0.32885
252,996,"SC",2.7964,NA,NA,30.05,0.401,0.91502,0.32722
252,997,"SC",2.8015,NA,NA,30.03,0.4,0.91441,0.3264
252,998,"SC",2.7927,NA,NA,30.01,0.401,0.91381,0.32722
252,999,"SC",2.7996,NA,NA,30.01,0.4,0.91381,0.3264
252,1000,"SD",2.6402,NA,NA,30.04,0.401,0.91472,0.34646
252,1001,"SD",2.6468,NA,NA,30.04,0.4,0.91472,0.3456
252,1002,"SD",2.6468,NA,NA,30.04,0.4,0.91472,0.3456
252,1003,"SD",2.6468,NA,NA,30.04,0.4,0.91472,0.3456
252,1004,"SD",2.6375,NA,NA,30.01,0.401,0.91381,0.34646
252,1005,"SD",2.6459,NA,NA,30.03,0.4,0.91441,0.3456
252,1006,"BK",Inf,NA,NA,50.01,0,1.5228,0
252,1007,"BK",Inf,NA,NA,50.04,0,1.5237,0
252,1008,"BK",Inf,NA,NA,50,0,1.5225,0
252,1009,"CEL",2.3034,NA,NA,30.03,0.401,0.91441,0.39699
252,1010,"CEL",2.3134,NA,NA,30.01,0.399,0.91381,0.39501
252,1011,"CEL",2.3099,NA,NA,30.04,0.4,0.91472,0.396
252,1012,"CEL",2.3026,NA,NA,30.02,0.401,0.91411,0.39699
252,1013,"CEL",2.2847,NA,NA,30.01,0.404,0.91381,0.39996
252,1014,"CEL",2.2984,NA,NA,30.04,0.402,0.91472,0.39798
253,757,"BK",NA,NA,387.91,36,NA,1.9728,NA
253,758,"BK",NA,NA,387.91,36,NA,1.9728,NA
253,759,"BK",NA,NA,387.91,36,NA,1.9728,NA
253,760,"SC",2.0147,NA,387.91,36,1.2,1.9728,0.9792
253,761,"SC",2.0147,NA,387.91,36,1.2,1.9728,0.9792
253,762,"SC",2.0147,NA,387.91,36,1.2,1.9728,0.9792
253,763,"CEL",1.9927,NA,387.91,36,1,1.9728,0.99
253,764,"CEL",1.9927,NA,387.91,36,1,1.9728,0.99
253,765,"CEL",1.9927,NA,387.91,36,1,1.9728,0.99
253,766,"SD",1.0379,NA,387.91,18,1.1,0.9864,0.9504
253,767,"SD",1.0379,NA,387.91,18,1.1,0.9864,0.9504
253,768,"SD",1.0379,NA,387.91,18,1.1,0.9864,0.9504
254,1505,"CEL",1.9991,NA,NA,800.07,7.01,13.873,6.9399
254,1506,"CEL",1.9965,NA,NA,800.17,7.02,13.875,6.9498
254,1507,"CEL",2.0004,NA,NA,800.6,7.01,13.883,6.9399
254,1508,"BK",NA,NA,NA,800.09,0,13.874,NA
254,1509,"BK",NA,NA,NA,802.96,0,13.924,NA
254,1510,"BK",NA,NA,NA,800.35,0,13.878,NA
254,1511,"SC",1.9735,NA,NA,800.53,8.62,13.881,7.0339
254,1512,"SC",1.9901,NA,NA,800.7,8.55,13.884,6.9768
254,1513,"SC",2.0001,NA,NA,800.98,8.51,13.889,6.9442
254,1514,"SD",1.0092,NA,NA,804.06,15.99,13.943,13.815
254,1515,"SD",1.0145,NA,NA,809.28,16.01,14.033,13.833
254,1516,"SD",1.0049,NA,NA,801.59,16.01,13.9,13.833
255,1231,"SD",1.9864,NA,NA,446.8,3.0893,5.3021,2.6692
255,1232,"SC",2.0188,NA,NA,446.9,3.2193,5.3032,2.6269
255,1233,"SC",2.0185,NA,NA,447.89,3.2269,5.315,2.6332
255,1234,"SC",2.0218,NA,NA,447.8,3.2209,5.3139,2.6283
255,1235,"SD",0.99378,NA,NA,443.54,6.13,5.2634,5.2963
255,1236,"SD",0.99409,NA,NA,443.67,6.1299,5.2649,5.2962
255,1237,"SD",0.99607,NA,NA,444.43,6.1282,5.2739,5.2948
255,1238,"SD",1.9911,NA,NA,447.34,3.0858,5.3085,2.6661
255,1239,"SD",1.9915,NA,NA,447.21,3.0842,5.3069,2.6647
255,1240,"BK",NA,NA,NA,450.23,NA,5.3428,NA
255,1241,"BK",NA,NA,NA,450.64,NA,5.3476,NA
255,1242,"BK",NA,NA,NA,450.56,NA,5.3467,NA
255,1243,"CEL",1.9984,NA,NA,447.55,2.6845,5.311,2.6577
255,1244,"CEL",2.0089,NA,NA,449.7,2.6833,5.3365,2.6565
255,1245,"CEL",1.9974,NA,NA,447.69,2.6866,5.3126,2.6597
256,1493,"SC",1.9987,NA,NA,75,2.07,3.3761,1.6891
256,1494,"SC",1.9987,NA,NA,75,2.07,3.3761,1.6891
256,1495,"SC",1.9987,NA,NA,75,2.07,3.3761,1.6891
256,1496,"CEL",1.9599,NA,NA,75,1.74,3.3761,1.7226
256,1497,"CEL",1.9599,NA,NA,75,1.74,3.3761,1.7226
256,1498,"CEL",1.9599,NA,NA,75,1.74,3.3761,1.7226
256,1499,"SD",0.99937,NA,NA,75,3.91,3.3761,3.3782
256,1500,"SD",0.99937,NA,NA,75,3.91,3.3761,3.3782
256,1501,"SD",0.99937,NA,NA,75,3.91,3.3761,3.3782
256,1502,"BK",NA,NA,NA,75,NA,3.3761,NA
256,1503,"BK",NA,NA,NA,75,NA,3.3761,NA
256,1504,"BK",NA,NA,NA,75,NA,3.3761,NA
257,813,"BK",NA,NA,NA,400,NA,6.3039,NA
257,814,"SD",2.0085,NA,NA,396.4,3.6,6.2472,3.1104
257,815,"SD",2.0085,NA,NA,396.4,3.6,6.2472,3.1104
257,816,"SD",2.0085,NA,NA,396.4,3.6,6.2472,3.1104
257,817,"BK",NA,NA,NA,400,NA,6.3039,NA
257,818,"BK",NA,NA,NA,400,NA,6.3039,NA
257,819,"CEL",2.0185,NA,NA,396.87,3.13,6.2546,3.0987
257,820,"CEL",2.0185,NA,NA,396.87,3.13,6.2546,3.0987
257,821,"CEL",2.0185,NA,NA,396.87,3.13,6.2546,3.0987
257,822,"SC",2.003,NA,NA,396.18,3.82,6.2437,3.1171
257,823,"SC",2.003,NA,NA,396.18,3.82,6.2437,3.1171
257,824,"SC",2.003,NA,NA,396.18,3.82,6.2437,3.1171
258,1156,"BK",NA,NA,439.24,24,0,2.0075,NA
258,1157,"BK",NA,NA,442.09,24,0,2.0075,NA
258,1158,"BK",NA,NA,441.63,24,0,2.0075,NA
258,1159,"CEL",2.0278,NA,440.78,24,1,2.0075,0.99
258,1160,"CEL",2.0278,NA,440.55,24,1,2.0075,0.99
258,1161,"CEL",2.0278,NA,435.07,24,1,2.0075,0.99
258,1162,"SC",2.0502,NA,439.2,24,1.2,2.0075,0.9792
258,1163,"SC",2.0502,NA,435.63,24,1.2,2.0075,0.9792
258,1164,"SC",2.0502,NA,440.42,24,1.2,2.0075,0.9792
258,1165,"SD",1.0102,NA,436.05,24,2.3,2.0075,1.9872
258,1166,"SD",1.0102,NA,436,24,2.3,2.0075,1.9872
258,1167,"SD",1.0102,NA,430.98,24,2.3,2.0075,1.9872
259,858,"BK",NA,NA,789.4,272.18,0,4.5698,NA
259,859,"SC",2.0167,NA,788.01,272.48,2.78,4.5748,2.2685
259,860,"SC",1.9998,NA,784.09,273.11,2.81,4.5854,2.293
259,861,"SC",1.8473,NA,787.36,270.24,3.01,4.5372,2.4562
259,862,"SD",2.2639,NA,787.26,271.45,2.33,4.5575,2.0131
259,863,"SD",2.0828,NA,779.22,277.6,2.59,4.6608,2.2378
259,864,"SD",2.0067,NA,790.32,270.55,2.62,4.5424,2.2637
259,865,"SD",0.95791,NA,775.32,199.15,4.04,3.3436,3.4906
259,866,"BK",NA,NA,783.51,271.46,0,4.5577,NA
259,867,"SD",0.97903,NA,778.77,199.51,3.96,3.3497,3.4214
259,868,"SD",0.98234,NA,789.21,199.68,3.95,3.3525,3.4128
259,869,"BK",NA,NA,784.72,269.38,0,4.5228,NA
259,870,"CEL",1.8961,NA,785.15,270.57,2.42,4.5428,2.3958
259,871,"CEL",1.8546,NA,788.69,271.21,2.48,4.5535,2.4552
259,872,"CEL",2.0438,NA,785.08,271.16,2.25,4.5527,2.2275
260,1672,"CEL",2.0182,NA,NA,400,2.22,4.4355,2.1978
260,1673,"BK",NA,NA,NA,400,NA,4.4355,NA
260,1674,"BK",NA,NA,NA,400,NA,4.4355,NA
260,1675,"BK",NA,NA,NA,400,NA,4.4355,NA
260,1676,"CEL",2.0273,NA,NA,400,2.21,4.4355,2.1879
260,1677,"CEL",2.0273,NA,NA,400,2.21,4.4355,2.1879
260,1678,"SC",1.8552,NA,NA,400,2.93,4.4355,2.3909
260,1679,"SC",1.8615,NA,NA,400,2.92,4.4355,2.3827
260,1680,"SC",1.8615,NA,NA,400,2.92,4.4355,2.3827
260,1681,"SD",0.9334,NA,NA,400,5.5,4.4355,4.752
260,1682,"SD",0.9334,NA,NA,400,5.5,4.4355,4.752
260,1683,"SD",0.9334,NA,NA,400,5.5,4.4355,4.752
261,1315,"BK",NA,NA,NA,1000,NA,16.062,NA
261,1316,"CEL",1.7464,NA,NA,1000,9.29,16.062,9.1971
261,1317,"SC",1.7591,NA,NA,1000.1,11.19,16.063,9.131
261,1318,"SD",0.86876,NA,NA,1000.1,21.4,16.063,18.49
261,1319,"BK",NA,NA,NA,1000,NA,16.062,NA
261,1320,"CEL",1.7278,NA,NA,1000,9.39,16.062,9.2961
261,1321,"SC",1.7576,NA,NA,1000.1,11.2,16.063,9.1392
261,1322,"SD",0.86874,NA,NA,1000.1,21.4,16.063,18.49
261,1323,"BK",NA,NA,NA,1000.1,NA,16.063,NA
261,1324,"CEL",1.7409,NA,NA,1000.1,9.32,16.063,9.2268
261,1325,"SC",1.7606,NA,NA,1000,11.18,16.062,9.1229
261,1326,"SD",0.86791,NA,NA,1000,21.42,16.062,18.507
262,1045,"BK",NA,NA,NA,400,NA,4.2224,NA
262,1046,"BK",NA,NA,NA,400,NA,4.2224,NA
262,1047,"BK",NA,NA,NA,400,NA,4.2224,NA
262,1048,"CEL",1.993,NA,NA,400,2.14,4.2224,2.1186
262,1049,"CEL",1.993,NA,NA,400,2.14,4.2224,2.1186
262,1050,"CEL",1.993,NA,NA,400,2.14,4.2224,2.1186
262,1051,"SC",2.0134,NA,NA,400,2.57,4.2224,2.0971
262,1052,"SC",2.0134,NA,NA,400,2.57,4.2224,2.0971
262,1053,"SC",2.0134,NA,NA,400,2.57,4.2224,2.0971
262,1054,"SD",0.9933,NA,NA,400,4.92,4.2224,4.2509
262,1055,"SD",0.9933,NA,NA,400,4.92,4.2224,4.2509
262,1056,"SD",0.9933,NA,NA,400,4.92,4.2224,4.2509
263,1246,"SD",1.9734,NA,NA,440.26,5.8757,10.018,5.0766
263,1247,"SC",2.0267,NA,NA,443.89,6.1075,10.101,4.9837
263,1248,"SC",2.0287,NA,NA,444.15,6.1052,10.107,4.9818
263,1249,"SC",2.0194,NA,NA,443.65,6.1263,10.095,4.9991
263,1250,"SD",0.99707,NA,NA,438.87,11.592,9.9864,10.016
263,1251,"SD",0.99633,NA,NA,438.29,11.586,9.9732,10.01
263,1252,"SD",0.99736,NA,NA,438.65,11.583,9.9814,10.008
263,1253,"SD",1.9982,NA,NA,445.32,5.8693,10.133,5.0711
263,1254,"SD",2.1023,NA,NA,444.99,5.5747,10.126,4.8165
263,1255,"BK",NA,NA,NA,450.02,NA,10.24,NA
263,1256,"BK",NA,NA,NA,450.85,NA,10.259,NA
263,1257,"BK",NA,NA,NA,450.79,NA,10.258,NA
263,1258,"CEL",2.0126,NA,NA,444.47,5.076,10.114,5.0252
263,1259,"CEL",2.0063,NA,NA,444.95,5.0975,10.125,5.0465
263,1260,"CEL",2.0009,NA,NA,445.05,5.1124,10.127,5.0613
264,1639,"BK",NA,NA,440.89,310.31,NA,2.9177,NA
264,1640,"SD",0.55606,NA,440.79,310.15,6.07,2.9162,5.2445
264,1641,"SD",0.55491,NA,440.56,310.53,6.09,2.9198,5.2618
264,1642,"SD",0.55173,NA,440.08,310.27,6.12,2.9174,5.2877
264,1643,"BK",NA,NA,441.46,310.13,NA,2.916,NA
264,1644,"BK",NA,NA,440.5,310.01,NA,2.9149,NA
264,1645,"CEL",1.193,NA,440.73,310.26,2.47,2.9173,2.4453
264,1646,"CEL",1.1884,NA,439.86,310.31,2.48,2.9177,2.4552
264,1647,"CEL",1.1694,NA,439.42,310.29,2.52,2.9175,2.4948
264,1648,"SC",1.1114,NA,440.61,310.58,3.22,2.9203,2.6275
264,1649,"SC",1.1141,NA,438.58,310.35,3.21,2.9181,2.6194
264,1650,"SC",1.1083,NA,439.4,310.67,3.23,2.9211,2.6357
265,825,"BK",NA,NA,NA,400,NA,4.917,NA
265,826,"SD",0.92642,NA,NA,393.95,6.05,4.8426,5.2272
265,827,"SD",0.92642,NA,NA,393.95,6.05,4.8426,5.2272
265,828,"SD",0.92637,NA,NA,393.93,6.05,4.8423,5.2272
265,829,"BK",NA,NA,NA,400,NA,4.917,NA
265,830,"BK",NA,NA,NA,400,NA,4.917,NA
265,831,"CEL",1.8618,NA,NA,397.35,2.65,4.8844,2.6235
265,832,"CEL",1.8618,NA,NA,397.35,2.65,4.8844,2.6235
265,833,"CEL",1.8618,NA,NA,397.35,2.65,4.8844,2.6235
265,834,"SC",1.8505,NA,NA,396.77,3.23,4.8773,2.6357
265,835,"SC",1.8505,NA,NA,396.77,3.23,4.8773,2.6357
265,836,"SC",1.8505,NA,NA,396.77,3.23,4.8773,2.6357
266,1192,"BK",NA,NA,NA,120,0,2.3374,NA
266,1193,"BK",NA,NA,NA,120,0,2.3374,NA
266,1194,"BK",NA,NA,NA,120,0,2.3374,NA
266,1195,"CEL",1.9751,NA,NA,120,1.1954,2.3374,1.1834
266,1196,"CEL",1.9751,NA,NA,120,1.1954,2.3374,1.1834
266,1197,"CEL",1.9751,NA,NA,120,1.1954,2.3374,1.1834
266,1198,"SC",1.0081,NA,NA,120,2.8415,2.3374,2.3187
266,1199,"SC",1.0077,NA,NA,120,2.8424,2.3374,2.3194
