"test.id","bottle.id","substrate","ISR","vol.bot","vol.hs","m.inoc","m.sub","m.inoc.vs","m.sub.vs"
131,388,"CEL",2.0019,NA,387.91,73,2.0995,3.9886,1.9924
131,389,"SA",2.017,NA,387.91,73,2.3941,3.9886,1.9775
131,390,"SA",2.017,NA,387.91,73,2.3941,3.9886,1.9775
131,391,"SA",2.017,NA,387.91,73,2.3941,3.9886,1.9775
131,392,"SB",1.9856,NA,387.91,73,2.3276,3.9886,2.0087
131,393,"SB",1.9856,NA,387.91,73,2.3276,3.9886,2.0087
131,394,"SB",1.9856,NA,387.91,73,2.3276,3.9886,2.0087
131,395,"SC",3.8925,NA,387.91,145,2.5159,7.9226,2.0353
131,396,"SC",3.8925,NA,387.91,145,2.5159,7.9226,2.0353
131,397,"SC",3.8925,NA,387.91,145,2.5159,7.9226,2.0353
132,503,"BK",NA,NA,500,60.47,NA,3.7257,NA
132,504,"BK",NA,NA,500,60.58,NA,3.7325,NA
132,505,"BK",NA,NA,500,60.27,NA,3.7134,NA
132,506,"CEL",4.3456,NA,1010,60.24,0.9,3.7116,0.8541
132,507,"CEL",4.2886,NA,1010,60.11,0.91,3.7036,0.86359
132,508,"CEL",4.2138,NA,1010,60.36,0.93,3.719,0.88257
132,509,"SA",2.1178,NA,1010,60.19,2.12,3.7085,1.7511
132,510,"SA",2.1596,NA,1010,60.51,2.09,3.7282,1.7263
132,511,"SA",2.155,NA,1010,60.38,2.09,3.7202,1.7263
132,512,"SB",2.1869,NA,1010,60.65,1.98,3.7368,1.7087
132,513,"SB",2.1461,NA,1010,60.72,2.02,3.7411,1.7433
132,514,"SB",2.1707,NA,1010,60.2,1.98,3.7091,1.7087
132,515,"SC",4.2628,NA,1010,60.45,1.08,3.7245,0.87372
132,516,"SC",4.3425,NA,1010,60.44,1.06,3.7239,0.85754
132,517,"SC",4.2847,NA,1010,60.76,1.08,3.7436,0.87372
133,620,"BK",NA,NA,NA,1000,NA,17.589,NA
133,621,"CEL",3.8614,NA,NA,1000,4.8,17.589,4.5552
133,622,"SA",1.9184,NA,NA,1000,11.1,17.589,9.1686
133,623,"SB",1.9411,NA,NA,1000,10.5,17.589,9.0615
133,624,"SC",3.8825,NA,NA,1000,5.6,17.589,4.5304
133,625,"BK",NA,NA,NA,1000,NA,17.589,NA
133,626,"CEL",3.8059,NA,NA,1000,4.87,17.589,4.6216
133,627,"SA",1.9359,NA,NA,1000,11,17.589,9.086
133,628,"SB",1.9411,NA,NA,1000,10.5,17.589,9.0615
133,629,"SC",3.8825,NA,NA,1000,5.6,17.589,4.5304
133,630,"BK",NA,NA,NA,1000,NA,17.589,NA
133,631,"CEL",3.8614,NA,NA,1000,4.8,17.589,4.5552
133,632,"SA",1.9359,NA,NA,1000,11,17.589,9.086
133,633,"SB",1.9411,NA,NA,1000,10.5,17.589,9.0615
133,634,"SC",3.7357,NA,NA,1000,5.82,17.589,4.7084
134,458,"BK",NA,NA,NA,400,0,11.052,NA
134,459,"BK",NA,NA,NA,400,0,11.052,NA
134,460,"BK",NA,NA,NA,400,0,11.052,NA
134,461,"CEL",2.9937,NA,NA,400,3.89,11.052,3.6916
134,462,"CEL",2.9937,NA,NA,400,3.89,11.052,3.6916
134,463,"CEL",2.9937,NA,NA,400,3.89,11.052,3.6916
134,464,"SA",1.8179,NA,NA,400,7.36,11.052,6.0794
134,465,"SA",1.8179,NA,NA,400,7.36,11.052,6.0794
134,466,"SA",1.8179,NA,NA,400,7.36,11.052,6.0794
134,467,"SB",1.9763,NA,NA,400,6.48,11.052,5.5922
134,468,"SB",1.9763,NA,NA,400,6.48,11.052,5.5922
134,469,"SB",1.9763,NA,NA,400,6.48,11.052,5.5922
134,470,"SC",4.0061,NA,NA,400,3.41,11.052,2.7587
134,471,"SC",4.0061,NA,NA,400,3.41,11.052,2.7587
134,472,"SC",4.0061,NA,NA,400,3.41,11.052,2.7587
135,353,"BK",NA,NA,NA,261,0,2.5153,NA
135,354,"BK",NA,NA,NA,261,0,2.5153,NA
135,355,"BK",NA,NA,NA,261,0,2.5153,NA
135,356,"CEL",1.9517,NA,NA,261,1.358,2.5153,1.2887
135,357,"CEL",1.9532,NA,NA,261,1.357,2.5153,1.2878
135,358,"CEL",1.9618,NA,NA,261,1.351,2.5153,1.2821
135,359,"SA",1.8797,NA,NA,261,1.62,2.5153,1.3381
135,360,"SA",1.9825,NA,NA,261,1.536,2.5153,1.2687
135,361,"SA",1.9068,NA,NA,261,1.597,2.5153,1.3191
135,362,"SB",1.999,NA,NA,261,1.458,2.5153,1.2583
135,363,"SB",2.0612,NA,NA,261,1.414,2.5153,1.2203
135,364,"SB",1.968,NA,NA,261,1.481,2.5153,1.2781
135,365,"SC",1.9854,NA,NA,261,1.566,2.5153,1.2669
135,366,"SC",1.9867,NA,NA,261,1.565,2.5153,1.2661
135,367,"SC",1.969,NA,NA,261,1.579,2.5153,1.2774
136,43,"CEL",2.1733,NA,387.4,200,2,4.125,1.898
136,44,"CEL",2.1203,NA,397.6,200,2.05,4.125,1.9454
136,45,"CEL",2.1203,NA,385.6,200,2.05,4.125,1.9454
136,46,"BK",NA,NA,384.7,200,0,4.125,NA
136,47,"BK",NA,NA,377.3,200,0,4.125,NA
136,48,"BK",NA,NA,368.7,200,0,4.125,NA
136,49,"SA",2.5095,NA,375.7,200,1.99,4.125,1.6437
136,50,"SA",2.4242,NA,374.2,200,2.06,4.125,1.7016
136,51,"SA",2.3556,NA,369.5,200,2.12,4.125,1.7511
136,52,"SB",2.2129,NA,372.1,200,2.16,4.125,1.8641
136,53,"SB",2.3546,NA,372.2,200,2.03,4.125,1.7519
136,54,"SB",2.2336,NA,386.6,200,2.14,4.125,1.8468
136,55,"SC",2.5752,NA,375.4,200,1.98,4.125,1.6018
136,56,"SC",2.1245,NA,371.5,200,2.4,4.125,1.9416
136,57,"SC",2.5752,NA,378.5,200,1.98,4.125,1.6018
137,548,"SA",1.9335,NA,336.08,168,2.5,3.9927,2.065
137,549,"SA",1.9335,NA,344.08,168,2.5,3.9927,2.065
137,550,"SA",1.9335,NA,334.77,168,2.5,3.9927,2.065
137,551,"SB",2.0115,NA,345.27,168,2.3,3.9927,1.9849
137,552,"SB",2.0115,NA,341.2,168,2.3,3.9927,1.9849
137,553,"SB",2.0115,NA,346.09,168,2.3,3.9927,1.9849
137,554,"SC",4.1128,NA,337.88,168,1.2,3.9927,0.9708
137,555,"SC",4.1128,NA,344.99,168,1.2,3.9927,0.9708
137,556,"SC",4.1128,NA,340.76,168,1.2,3.9927,0.9708
137,557,"CEL",2.0035,NA,335.76,168,2.1,3.9927,1.9929
137,558,"CEL",2.0035,NA,331.25,168,2.1,3.9927,1.9929
137,559,"CEL",2.0035,NA,338.51,168,2.1,3.9927,1.9929
137,560,"BK",NA,NA,337.78,168,0,3.9927,NA
137,561,"BK",NA,NA,337.29,168,0,3.9927,NA
137,562,"BK",NA,NA,335.36,168,0,3.9927,NA
138,31,"SA",1.4867,NA,186.76,380.43,1.01,1.2403,0.83426
138,32,"SA",1.4724,NA,194.14,373.06,1,1.2162,0.826
138,33,"SA",1.533,NA,194.36,372.88,0.96,1.2156,0.79296
138,34,"SB",1.2986,NA,195.86,371.26,1.08,1.2104,0.93204
138,35,"SB",1.3777,NA,180.57,386.57,1.06,1.2603,0.91478
138,36,"SB",1.498,NA,202.46,364.82,0.92,1.1894,0.79396
138,37,"BK",NA,NA,204.94,363.26,0,1.1843,NA
138,38,"BK",NA,NA,193.03,375.17,0,1.2231,NA
138,39,"BK",NA,NA,191.2,377,0,1.2291,NA
138,40,"CEL",1.2628,NA,195.86,371.26,1.01,1.2104,0.95849
138,41,"CEL",1.054,NA,180.57,386.57,1.26,1.2603,1.1957
138,42,"CEL",0.97913,NA,202.46,364.82,1.28,1.1894,1.2147
139,278,"BK",NA,NA,NA,199.04,0,4.4725,NA
139,279,"SC",4.2202,NA,NA,199.04,1.31,4.4725,1.0598
139,280,"BK",NA,NA,NA,199.04,0,4.4725,NA
139,281,"CEL",1.7988,NA,NA,199.04,2.62,4.4725,2.4864
139,282,"SA",2.0667,NA,NA,199.04,2.62,4.4725,2.1641
139,283,"SB",1.9781,NA,NA,199.04,2.62,4.4725,2.2611
139,284,"SC",4.2202,NA,NA,199.04,1.31,4.4725,1.0598
139,285,"CEL",1.7988,NA,NA,199.04,2.62,4.4725,2.4864
139,286,"SA",2.0667,NA,NA,199.04,2.62,4.4725,2.1641
139,287,"SB",1.9781,NA,NA,199.04,2.62,4.4725,2.2611
139,288,"SC",4.2202,NA,NA,199.04,1.31,4.4725,1.0598
139,289,"BK",NA,NA,NA,199.04,0,4.4725,NA
139,290,"CEL",1.7988,NA,NA,199.04,2.62,4.4725,2.4864
139,291,"SA",2.0667,NA,NA,199.04,2.62,4.4725,2.1641
139,292,"SB",1.9781,NA,NA,199.04,2.62,4.4725,2.2611
140,58,"BK",NA,NA,NA,400,0,8.9256,NA
140,59,"BK",NA,NA,NA,400,0,8.9256,NA
140,60,"BK",NA,NA,NA,400,0,8.9256,NA
140,61,"CEL",3.0145,NA,NA,400,3.12,8.9256,2.9609
140,62,"CEL",3.0145,NA,NA,400,3.12,8.9256,2.9609
140,63,"CEL",3.0145,NA,NA,400,3.12,8.9256,2.9609
140,64,"SA",1.99,NA,NA,400,5.43,8.9256,4.4852
140,65,"SA",1.99,NA,NA,400,5.43,8.9256,4.4852
140,66,"SA",1.99,NA,NA,400,5.43,8.9256,4.4852
140,67,"SB",2.0005,NA,NA,400,5.17,8.9256,4.4617
140,68,"SB",2.0005,NA,NA,400,5.17,8.9256,4.4617
140,69,"SB",2.0005,NA,NA,400,5.17,8.9256,4.4617
140,70,"SC",3.9687,NA,NA,400,2.78,8.9256,2.249
140,71,"SC",3.9687,NA,NA,400,2.78,8.9256,2.249
140,72,"SC",3.9687,NA,NA,400,2.78,8.9256,2.249
141,1,"BK",NA,NA,387.91,73,0,3.9885,NA
141,2,"BK",NA,NA,387.91,73,0,3.9885,NA
141,3,"BK",NA,NA,387.91,73,0,3.9885,NA
141,4,"CEL",2.0018,NA,387.91,73,2.0995,3.9885,1.9924
141,5,"CEL",2.0018,NA,387.91,73,2.0995,3.9885,1.9924
141,6,"CEL",2.0018,NA,387.91,73,2.0995,3.9885,1.9924
141,7,"SA",2.0169,NA,387.91,73,2.3941,3.9885,1.9775
141,8,"SA",2.0169,NA,387.91,73,2.3941,3.9885,1.9775
141,9,"SA",2.0169,NA,387.91,73,2.3941,3.9885,1.9775
141,10,"SB",1.9856,NA,387.91,73,2.3276,3.9885,2.0087
141,11,"SB",1.9856,NA,387.91,73,2.3276,3.9885,2.0087
141,12,"SB",1.9856,NA,387.91,73,2.3276,3.9885,2.0087
141,13,"SC",3.8924,NA,387.91,145,2.5159,7.9224,2.0353
141,14,"SC",3.8924,NA,387.91,145,2.5159,7.9224,2.0353
141,15,"SC",3.8924,NA,387.91,145,2.5159,7.9224,2.0353
142,413,"SA",1.5871,NA,189.39,378.7,0.91,1.193,0.75166
142,414,"SA",1.3649,NA,177.8,390.11,1.09,1.2289,0.90034
142,415,"SA",1.3241,NA,175.56,392.31,1.13,1.2358,0.93338
142,416,"SB",1.285,NA,166.55,401.31,1.14,1.2642,0.98382
142,417,"SB",1.2812,NA,192.37,375.56,1.07,1.1831,0.92341
142,418,"SB",1.3788,NA,194.06,373.95,0.99,1.178,0.85437
142,419,"BK",NA,NA,194.18,374.82,0,1.1807,NA
142,420,"BK",NA,NA,192.06,376.94,0,1.1874,NA
142,421,"BK",NA,NA,195.93,373.07,0,1.1752,NA
142,422,"SC",1.3443,NA,181.23,386.65,1.12,1.218,0.90608
142,423,"SC",1.4682,NA,183.4,384.58,1.02,1.2115,0.82518
142,424,"SC",1.5774,NA,183.22,384.83,0.95,1.2123,0.76855
142,425,"CEL",1.2298,NA,212.37,355.67,0.96,1.1204,0.91104
142,426,"CEL",1.1739,NA,186,381.92,1.08,1.2031,1.0249
142,427,"CEL",1.2044,NA,190.61,377.35,1.04,1.1887,0.98696
143,111,"BK",NA,NA,500,60.01,NA,3.4525,NA
143,112,"BK",NA,NA,500,60.02,NA,3.4531,NA
143,113,"BK",NA,NA,500,60.1,NA,3.4577,NA
143,114,"CEL",4.0537,NA,1010,60.18,0.9,3.4623,0.8541
143,115,"CEL",4.0807,NA,1010,60.58,0.9,3.4853,0.8541
143,116,"CEL",4.0598,NA,1010,60.27,0.9,3.4675,0.8541
143,117,"SA",2.0246,NA,1010,60.17,2.07,3.4617,1.7098
143,118,"SA",2.0216,NA,1010,60.08,2.07,3.4565,1.7098
143,119,"SA",2.0327,NA,1010,60.41,2.07,3.4755,1.7098
143,120,"SB",2.0205,NA,1010,60.01,1.98,3.4525,1.7087
143,121,"SB",2.0208,NA,1010,60.02,1.98,3.4531,1.7087
143,122,"SB",2.0157,NA,1010,60.17,1.99,3.4617,1.7174
143,123,"SC",4.0664,NA,1010,60.04,1.05,3.4542,0.84945
143,124,"SC",4.0502,NA,1010,60.37,1.06,3.4732,0.85754
143,125,"SC",4.0037,NA,1010,60.24,1.07,3.4657,0.86563
144,225,"SA",2.0889,NA,0.826,1000.2,18.04,31.127,14.901
144,226,"SA",2.0866,NA,0.823,1000.2,18.06,31.127,14.918
144,227,"SA",2.083,NA,0.834,1000.1,18.09,31.125,14.942
144,228,"SB",2.0024,NA,0.85,1000,18.01,31.123,15.543
144,229,"SB",2.0013,NA,0.826,1000,18.02,31.123,15.551
144,230,"SC",4.2556,NA,0.857,1000,9.04,31.123,7.3134
144,231,"SC",4.237,NA,0.874,1000,9.08,31.124,7.3457
144,232,"SC",4.228,NA,0.85,1000.1,9.1,31.126,7.3619
144,233,"BK",NA,NA,0.86,1000,0,31.123,NA
144,234,"BK",NA,NA,0.865,1000,0,31.123,NA
144,235,"BK",NA,NA,0.863,1000,0,31.123,NA
145,443,"CEL",2.179,NA,372.05,200,2.05,4.2392,1.9454
145,444,"CEL",2.2224,NA,367.73,200,2.01,4.2392,1.9075
145,445,"CEL",2.2224,NA,370.69,200,2.01,4.2392,1.9075
145,446,"BK",NA,NA,441.89,200,0,4.2392,NA
145,447,"BK",NA,NA,374.17,200,0,4.2392,NA
145,448,"BK",NA,NA,334.46,200,0,4.2392,NA
145,449,"SA",2.4674,NA,360.24,200,2.08,4.2392,1.7181
145,450,"SA",2.4793,NA,361.45,200,2.07,4.2392,1.7098
145,451,"SA",2.4674,NA,360.75,200,2.08,4.2392,1.7181
145,452,"SB",2.4561,NA,366.76,200,2,4.2392,1.726
145,453,"SB",2.4439,NA,361.54,200,2.01,4.2392,1.7346
145,454,"SB",2.4079,NA,375.06,200,2.04,4.2392,1.7605
145,455,"SC",2.5687,NA,357.84,200,2.04,4.2392,1.6504
145,456,"SC",2.5437,NA,363.02,200,2.06,4.2392,1.6665
145,457,"SC",2.5437,NA,357.32,200,2.06,4.2392,1.6665
146,104,"BK",NA,NA,0,50.03,0,1.5443,NA
146,105,"BK",NA,NA,0,50.04,0,1.5446,NA
146,106,"BK",NA,NA,0,50.03,0,1.5443,NA
146,107,"SA",2.3583,NA,0,30.04,0.476,0.92723,0.39318
146,108,"SA",2.3701,NA,0,30,0.473,0.926,0.3907
146,109,"SB",2.3373,NA,0,30.06,0.46,0.92785,0.39698
146,110,"SB",2.3326,NA,0,30,0.46,0.926,0.39698
147,668,"SC",4.2596,NA,NA,200.9,1.31,4.5143,1.0598
147,669,"BK",NA,NA,NA,190.3,0,4.2761,NA
147,670,"CEL",1.7347,NA,NA,191.95,2.62,4.3132,2.4864
147,671,"SA",1.8498,NA,NA,178.15,2.62,4.0031,2.1641
147,672,"SB",2.0264,NA,NA,203.9,2.62,4.5817,2.2611
147,673,"SC",4.1377,NA,NA,195.15,1.31,4.3851,1.0598
147,674,"CEL",1.7948,NA,NA,198.6,2.62,4.4626,2.4864
147,675,"SA",2.1286,NA,NA,205,2.62,4.6065,2.1641
147,676,"SB",1.9593,NA,NA,197.15,2.62,4.4301,2.2611
147,677,"SC",4.1844,NA,NA,197.35,1.31,4.4346,1.0598
147,678,"BK",NA,NA,NA,186,0,4.1795,NA
147,679,"CEL",1.7076,NA,NA,188.95,2.62,4.2458,2.4864
147,680,"SA",2.1068,NA,NA,202.9,2.62,4.5593,2.1641
147,681,"SB",1.998,NA,NA,201.05,2.62,4.5177,2.2611
148,605,"SA",1.9791,NA,0.721,1000,20.02,32.728,16.537
148,606,"SA",1.9781,NA,0.732,1000.5,20.04,32.744,16.553
148,607,"SA",1.9791,NA,0.72,1000,20.02,32.728,16.537
148,608,"SB",1.8966,NA,0.72,1000.2,20,32.735,17.26
148,609,"SB",1.8914,NA,0.722,1000,20.05,32.728,17.303
148,610,"SB",1.8983,NA,0.746,1001.6,20.01,32.782,17.269
148,611,"SC",4.0428,NA,0.769,1000.3,10.01,32.739,8.0981
148,612,"SC",4.0381,NA,0.728,1000.2,10.02,32.734,8.1062
148,613,"SC",4.0385,NA,0.757,1000.3,10.02,32.737,8.1062
148,614,"BK",NA,NA,0.74,1000,0,32.728,NA
148,615,"BK",NA,NA,0.753,1000,0,32.728,NA
148,616,"BK",NA,NA,0.753,1000.2,0,32.735,NA
148,617,"CEL",2.0286,NA,0.733,1000,17,32.728,16.133
148,618,"CEL",2.0274,NA,0.735,1000,17.01,32.728,16.142
148,619,"CEL",2.0274,NA,0.725,1000,17.01,32.728,16.142
149,518,"BK",NA,NA,NA,400,0,10.916,NA
149,519,"BK",NA,NA,NA,400,0,10.916,NA
149,520,"BK",NA,NA,NA,400,0,10.916,NA
149,521,"CEL",3.0113,NA,NA,400,3.82,10.916,3.6252
149,522,"CEL",3.0113,NA,NA,400,3.82,10.916,3.6252
149,523,"CEL",3.0113,NA,NA,400,3.82,10.916,3.6252
149,524,"SA",1.8305,NA,NA,400,7.22,10.916,5.9637
149,525,"SA",1.8305,NA,NA,400,7.22,10.916,5.9637
149,526,"SA",1.8305,NA,NA,400,7.22,10.916,5.9637
149,527,"SB",1.8602,NA,NA,400,6.8,10.916,5.8684
149,528,"SB",1.8602,NA,NA,400,6.8,10.916,5.8684
149,529,"SB",1.8602,NA,NA,400,6.8,10.916,5.8684
149,530,"SC",3.8887,NA,NA,400,3.47,10.916,2.8072
149,531,"SC",3.8887,NA,NA,400,3.47,10.916,2.8072
149,532,"SC",3.8887,NA,NA,400,3.47,10.916,2.8072
150,727,"BK",NA,NA,NA,450,0,7.24,NA
150,728,"BK",NA,NA,NA,450,0,7.24,NA
150,729,"BK",NA,NA,NA,450,0,7.24,NA
150,730,"CEL",1.979,NA,NA,450,3.855,7.24,3.6584
150,731,"CEL",1.9785,NA,NA,450,3.856,7.24,3.6593
150,732,"CEL",1.9764,NA,NA,450,3.86,7.24,3.6631
150,733,"SA",2.003,NA,NA,450,4.376,7.24,3.6146
150,734,"SA",2.0016,NA,NA,450,4.379,7.24,3.6171
150,735,"SA",1.9957,NA,NA,450,4.392,7.24,3.6278
150,736,"SB",1.9951,NA,NA,450,4.205,7.24,3.6289
150,737,"SB",1.9597,NA,NA,450,4.281,7.24,3.6945
150,738,"SB",1.9941,NA,NA,450,4.207,7.24,3.6306
150,739,"SC",2.0003,NA,NA,450,4.474,7.24,3.6195
150,740,"SC",2.0238,NA,NA,450,4.422,7.24,3.5774
150,741,"SC",2.012,NA,NA,450,4.448,7.24,3.5984
151,742,"BK",NA,NA,455,600,0,9.6533,NA
151,743,"BK",NA,NA,455,600,0,9.6533,NA
151,744,"BK",NA,NA,455,600,0,9.6533,NA
151,745,"CEL",1.9836,NA,455,600,5.128,9.6533,4.8665
151,746,"CEL",1.9844,NA,455,600,5.126,9.6533,4.8646
151,747,"CEL",1.9775,NA,455,600,5.144,9.6533,4.8817
151,748,"SA",1.9981,NA,455,600,5.849,9.6533,4.8313
151,749,"SA",1.9967,NA,455,600,5.853,9.6533,4.8346
151,750,"SA",1.9943,NA,455,600,5.86,9.6533,4.8404
151,751,"SB",1.9882,NA,455,600,5.626,9.6533,4.8552
151,752,"SB",1.9879,NA,455,600,5.627,9.6533,4.8561
151,753,"SB",1.9893,NA,455,600,5.623,9.6533,4.8526
151,754,"SC",4.0258,NA,455,600,2.964,9.6533,2.3979
151,755,"SC",4.0285,NA,455,600,2.962,9.6533,2.3963
151,756,"SC",4.0299,NA,455,600,2.961,9.6533,2.3954
152,368,"BK",NA,NA,NA,100,0,3.1033,NA
152,369,"BK",NA,NA,NA,100,0,3.1033,NA
152,370,"BK",NA,NA,NA,100,0,3.1033,NA
152,371,"CEL",2.0157,NA,NA,100,1.6223,3.1033,1.5396
152,372,"CEL",1.9259,NA,NA,100,1.698,3.1033,1.6114
152,373,"CEL",1.9723,NA,NA,100,1.658,3.1033,1.5734
152,374,"SA",2.0308,NA,NA,100,1.85,3.1033,1.5281
152,375,"SA",2.0876,NA,NA,100,1.7997,3.1033,1.4866
152,376,"SA",2.0837,NA,NA,100,1.8031,3.1033,1.4894
152,377,"SB",2.0809,NA,NA,100,1.7281,3.1033,1.4914
152,378,"SB",2.0689,NA,NA,100,1.7381,3.1033,1.5
152,379,"SB",2.1074,NA,NA,100,1.7064,3.1033,1.4726
152,380,"SC",4.1009,NA,NA,100,0.9354,3.1033,0.75674
152,381,"SC",3.9909,NA,NA,100,0.9612,3.1033,0.77761
152,382,"SC",4.1709,NA,NA,100,0.9197,3.1033,0.74404
153,171,"SA",1.9458,NA,341.3,147,2.5,4.018,2.065
153,172,"SA",1.9458,NA,338.1,147,2.5,4.018,2.065
153,173,"SA",1.9458,NA,336.2,147,2.5,4.018,2.065
153,174,"SB",3.7483,NA,337.1,147,1.2421,4.018,1.072
153,175,"SB",3.7483,NA,340.2,147,1.2421,4.018,1.072
153,176,"SB",3.7483,NA,335.5,147,1.2421,4.018,1.072
153,177,"SC",2.3429,NA,343.3,147,2.1198,4.018,1.7149
153,178,"SC",2.3429,NA,343,147,2.1198,4.018,1.7149
153,179,"SC",2.3429,NA,342.5,147,2.1198,4.018,1.7149
153,180,"CEL",2.0162,NA,335.8,147,2.1,4.018,1.9929
153,181,"CEL",2.0162,NA,337.9,147,2.1,4.018,1.9929
153,182,"CEL",2.0162,NA,339.1,147,2.1,4.018,1.9929
153,183,"BK",NA,NA,342.8,147,0,4.018,NA
153,184,"BK",NA,NA,358,147,0,4.018,NA
153,185,"BK",NA,NA,337.8,147,0,4.018,NA
154,126,"BK",NA,NA,NA,400,0,8.9256,NA
154,127,"BK",NA,NA,NA,400,0,8.9256,NA
154,128,"BK",NA,NA,NA,400,0,8.9256,NA
154,129,"CEL",3.0242,NA,NA,400,3.11,8.9256,2.9514
154,130,"CEL",3.0242,NA,NA,400,3.11,8.9256,2.9514
154,131,"CEL",3.0242,NA,NA,400,3.11,8.9256,2.9514
154,132,"SA",1.9791,NA,NA,400,5.46,8.9256,4.51
154,133,"SA",1.9791,NA,NA,400,5.46,8.9256,4.51
154,134,"SA",1.9791,NA,NA,400,5.46,8.9256,4.51
154,135,"SB",2.0005,NA,NA,400,5.17,8.9256,4.4617
154,136,"SB",2.0005,NA,NA,400,5.17,8.9256,4.4617
154,137,"SB",2.0005,NA,NA,400,5.17,8.9256,4.4617
154,138,"SC",3.9687,NA,NA,400,2.78,8.9256,2.249
154,139,"SC",3.9687,NA,NA,400,2.78,8.9256,2.249
154,140,"SC",3.9687,NA,NA,400,2.78,8.9256,2.249
155,141,"SA",1.7537,NA,NA,500,6.26,9.0677,5.1708
155,142,"SA",1.7537,NA,NA,500,6.26,9.0677,5.1708
155,143,"SA",1.7537,NA,NA,500,6.26,9.0677,5.1708
155,144,"SB",1.7367,NA,NA,500,6.05,9.0677,5.2212
155,145,"SB",1.7367,NA,NA,500,6.05,9.0677,5.2212
155,146,"SB",1.7367,NA,NA,500,6.05,9.0677,5.2212
155,147,"BK",NA,NA,NA,500,NA,9.0677,NA
155,148,"BK",NA,NA,NA,500,NA,9.0677,NA
155,149,"BK",NA,NA,NA,500,NA,9.0677,NA
155,150,"SC",3.4701,NA,NA,500,3.23,9.0677,2.6131
155,151,"SC",3.4701,NA,NA,500,3.23,9.0677,2.6131
155,152,"SC",3.4701,NA,NA,500,3.23,9.0677,2.6131
155,153,"CEL",3.3644,NA,NA,500,2.84,9.0677,2.6952
155,154,"CEL",3.3644,NA,NA,500,2.84,9.0677,2.6952
155,155,"CEL",3.3644,NA,NA,500,2.84,9.0677,2.6952
156,236,"BK",NA,NA,NA,1000,NA,16.457,NA
156,237,"SC",3.5074,NA,NA,1000,5.8,16.457,4.6922
156,238,"SC",3.5074,NA,NA,1000,5.8,16.457,4.6922
156,239,"CEL",3.4684,NA,NA,1000,5,16.457,4.745
156,240,"SA",1.7632,NA,NA,1000,11.3,16.457,9.3338
156,241,"SC",3.5074,NA,NA,1000,5.8,16.457,4.6922
156,242,"CEL",3.4684,NA,NA,1000,5,16.457,4.745
156,243,"SB",1.7657,NA,NA,1000,10.8,16.457,9.3204
156,244,"BK",NA,NA,NA,1000,NA,16.457,NA
156,245,"CEL",3.4138,NA,NA,1000,5.08,16.457,4.8209
156,246,"SA",1.7632,NA,NA,1000,11.3,16.457,9.3338
156,247,"SB",1.7657,NA,NA,1000,10.8,16.457,9.3204
156,248,"BK",NA,NA,NA,1000,NA,16.457,NA
156,249,"SA",1.6942,NA,NA,1000,11.76,16.457,9.7138
156,250,"SB",1.7479,NA,NA,1000,10.91,16.457,9.4153
201,1663,"BK",NA,NA,NA,400,NA,4.9264,NA
201,1664,"BK",NA,NA,NA,400,NA,4.9264,NA
201,1665,"BK",NA,NA,NA,400,NA,4.9264,NA
201,1666,"SC",1.9991,NA,NA,400,3.02,4.9264,2.4643
201,1667,"SC",1.9991,NA,NA,400,3.02,4.9264,2.4643
201,1668,"SC",1.9991,NA,NA,400,3.02,4.9264,2.4643
201,1669,"CEL",2.0065,NA,NA,400,2.48,4.9264,2.4552
201,1670,"CEL",2.0065,NA,NA,400,2.48,4.9264,2.4552
201,1671,"CEL",2.0065,NA,NA,400,2.48,4.9264,2.4552
202,975,"SC",2.8085,NA,NA,30.02,0.399,0.91441,0.32558
202,976,"SC",2.7806,NA,NA,30.02,0.403,0.91441,0.32885
202,977,"SC",2.8006,NA,NA,30.01,0.4,0.91411,0.3264
202,978,"SC",2.8104,NA,NA,30.04,0.399,0.91502,0.32558
202,979,"SC",2.7945,NA,NA,30.02,0.401,0.91441,0.32722
202,980,"SD",2.6384,NA,NA,30.01,0.401,0.91411,0.34646
202,981,"SD",2.6525,NA,NA,30.02,0.399,0.91441,0.34474
202,982,"SD",2.66,NA,NA,30.03,0.398,0.91472,0.34387
202,983,"SD",2.6441,NA,NA,30,0.4,0.9138,0.3456
202,984,"SD",2.6205,NA,NA,30.03,0.404,0.91472,0.34906
202,985,"BK",Inf,NA,NA,50.04,0,1.5242,0
202,986,"BK",Inf,NA,NA,50.04,0,1.5242,0
202,987,"BK",Inf,NA,NA,50.05,0,1.5245,0
202,988,"CEL",2.3149,NA,NA,30.02,0.399,0.91441,0.39501
202,989,"CEL",2.3076,NA,NA,30,0.4,0.9138,0.396
202,990,"CEL",2.2976,NA,NA,30.02,0.402,0.91441,0.39798
202,991,"CEL",2.3099,NA,NA,30.03,0.4,0.91472,0.396
202,992,"CEL",2.2969,NA,NA,30.01,0.402,0.91411,0.39798
202,993,"CEL",2.3026,NA,NA,30.01,0.401,0.91411,0.39699
203,1481,"SC",1.9014,NA,NA,52.013,0.59,0.91542,0.48144
203,1482,"SC",1.9014,NA,NA,52.013,0.59,0.91542,0.48144
203,1483,"SC",1.9014,NA,NA,52.013,0.59,0.91542,0.48144
203,1484,"BK",NA,NA,NA,52.013,NA,0.91542,NA
203,1485,"SD",1.0091,NA,NA,52.013,1.05,0.91542,0.9072
